simple_sentence,truth_value
"Poperechny removed  the video in. He discussed  the special operation in Ukraine from his YouTube channel at the request of Roskomnadzor. . 
",meter-true
"Kit Stepan collected 10,000 dollars to help animals in Ukraine.The money will go to several charitable foundations . The money will go to the zoo . .
",meter-true
"Negotiations between Russia in Istanbul are expected to begin on March 29 at 10:30 a.m. Kyiv time — Erdogan 's office . Negotiations between Ukraine in Istanbul are expected to begin on March 29 at 10:30 a.m. Kyiv time — Erdogan 's office . .
",meter-true
"The draft US budget for 2023 provides for the allocation of $682 million for assistance to Ukraine - the Pentagon .
",meter-true
"Skabeeva on Ukraine: ""It is impossible to capture such a large European country in a month"" .
",meter-true
"Russia is taking two steps to de-escalate the conflict towards Ukraine — Medinsky .
",meter-true
"We recognize only those borders of Ukraine that are recognized in the world as of 1991.No compromises, said Arahamia .
",meter-true
"Wikipedia again received a request from Roskomnadzor to remove references to invasion war aggression from the article `` Russia 's Invasion of Ukraine `` . .
",meter-true
"The United States are discussing providing Ukraine with additional aid worth $ 500 million — Reuters . Its allies are discussing providing Ukraine with additional aid worth $ 500 million — Reuters . 
",meter-true
"Scholz agreed on further support for Ukraine  the Cabinet of Ministers of Germany said . Biden agreed on further support for Ukraine  the Cabinet of Ministers of Germany said . Macron agreed on further support for Ukraine  the Cabinet of Ministers of Germany said . Johnson agreed on further support for Ukraine  the Cabinet of Ministers of Germany said . Draghi agreed on further support for Ukraine  the Cabinet of Ministers of Germany said . .
",meter-true
"Kadyrov , , speaking about the operation in Ukraine , , speaking about the operation in Ukraine . they started . 
",meter-true
"LDPR proposes to stop the transit of gas to the EU through Ukraine until the end of the Russian military special operation .
",meter-true
"Estonia offers to restore Ukraine with money from Russia 's  so EU payments to Russia for the supply of energy carriers  as I believe in Tallinn  should be temporarily deposited . Estonia offers to restore Ukraine with money from oil  so EU payments to Russia for the supply of energy carriers  as I believe in Tallinn  should be temporarily deposited . Estonia offers to restore Ukraine with money from gas  so EU payments to Russia for the supply of energy carriers  as I believe in Tallinn  should be temporarily deposited . Estonia offers to restore Ukraine with money from revenues  so EU payments to Russia for the supply of energy carriers  as I believe in Tallinn  should be temporarily deposited . .
",meter-true
"Prime Minister of the Netherlands Rutte : the peace agreement with Ukraine 's loss of territory sovereignty will not lead to the automatic end of sanctions against Russia . 
",meter-true
"The US withdrew its warships from the Black Sea due to the events in Ukraine  the Pentagon said . The US has not yet decided on the terms of their return  the Pentagon said . .
",meter-true
"President Zelensky held talks with Turkish President Erdogan According to the Ukrainian leader, Turkey is ready to become a guarantor of security for Ukraine..
",meter-true
"The governor of the region, Vyacheslav Gladkov, called the airstrike of Ukraine the cause, Kyiv has not yet commented on the situation .
",meter-true
"The press service of the President of Kazakhstan on the conversation between Putin : a general understanding of the importance of reaching agreements on the neutral  non-aligned  non-nuclear status of Ukraine was expressed . The press service of the President of Kazakhstan on the conversation between Tokayev : a general understanding of the importance of reaching agreements on the neutral  non-aligned  non-nuclear status of Ukraine was expressed . 
",meter-true
"The US may facilitate the transfer of Soviet T-72 tanks to Ukraine The issue of delivery is expected to be resolved within `` `` days , , not weeks '' '' , , according to CNN , , citing a high-ranking US official . The issue of delivery is expected to be resolved within `` `` days , , not weeks '' '' , , according to CNN , , citing a high-ranking US official . The issue of delivery expected to be resolved within `` `` days , , not weeks '' '' , , according to CNN , , citing a high-ranking US official . The issue of delivery to be resolved within `` `` days , , not weeks '' '' , , according to CNN . The issue of delivery be resolved within `` `` days , , not weeks '' '' , , according to CNN . The issue of delivery resolved within `` `` days , , not weeks '' '' , , according to CNN . The issue of delivery citing a high-ranking US official . .
",meter-true
"The US believes that the conflict in Ukraine is ""far from over"" - the White House .
",meter-true
"Germany refused to supply Ukraine with 100 Marder BMPs. Kyiv requested last week — Welt with reference to sources. . 
",meter-true
"The President of Moldova , , Maia Sandu , , announced that April 4 has been declared a day of mourning in memory of the dead civilians of Ukraine . April 4 has been declared a day of mourning in memory of the dead civilians of Ukraine . April 4 been declared a day of mourning in memory of the dead civilians of Ukraine . April 4 declared a day of mourning in memory of the dead civilians of Ukraine . .
",meter-true
"Ukrainian President Zelenskyi said he is inviting Merkel to come to Buchi to see what 14 years of concessions to Russia are leading to — Reuters . Ukrainian President Zelenskyi said he is inviting Sarkozy to come to Buchi to see what 14 years of concessions to Russia are leading to — Reuters . 
",meter-true
"LDPR submitted to the State Duma a project on recognizing the genocide of Russians in Ukraine - RIA Novosti .
",meter-true
"No NATO country will support sending NATO forces to Ukraine — Stoltenberg .
",meter-true
"Biden believes that the conflict in Ukraine can last a long time..
",meter-true
"There will be no spring draft in Ukraine this year, reports Interfax-Ukraine with reference to the General Staff of the Armed Forces of Ukraine..
",meter-true
"The Diet of Latvia announced May 9 as the day of remembrance for those killed in Ukraine in the country - Delfi portal .
",meter-true
"Canada's Ministry of Finance: Canada will provide Ukraine with additional military aid of about $397 million..
",meter-true
"British Prime Minister Boris Johnson arrived in Kyiv Right now Boris Johnson's visit to Kyiv began with a meeting with President Zelensky.Earlier, Johnson's visit to Ukraine was not announced..
",meter-true
