claim,truth_value,topic,year_of_publish
Gas prices are high “due to the Democrats’ war on fossil fuels.”,meter-mostly-false,ukraine,2022
The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,meter-half-true,ukraine,2022
A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon.,meter-false,ukraine,2022
"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",meter-false,ukraine,2022
“The Simpsons” predicted Russia’s invasion of Ukraine.,meter-false,ukraine,2022
A photo of President Joe Biden leaving for Europe that the White House tweeted wasn’t actually taken on March 23.,meter-false,ukraine,2022
CNN tweeted a picture of a Serbian resort and said it was in Ukraine.,meter-false,ukraine,2022
Ukrainian President Volodymyr Zelenskyy wore a Nazi cross symbol.,meter-false,ukraine,2022
"""Documents were published confirming Moderna created the COVID-19 Virus.”",meter-false,ukraine,2022
Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as “war criminals in a legal filing.”,meter-half-true,ukraine,2022
News networks covered Brett Kavanaugh’s confirmation hearing live but not Ketanji Brown Jackson’s hearing.,meter-false,ukraine,2022
Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false,ukraine,2022
"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",tom_ruling_pof,ukraine,2022
"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",tom_ruling_pof,ukraine,2022
“Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.”,meter-false,ukraine,2022
Photos show “Ukrainian farmers are slowly starting to build their own army.”,meter-false,ukraine,2022
Russian President Vladimir Putin “was assassinated.”,tom_ruling_pof,ukraine,2022
"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",meter-false,ukraine,2022
“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,meter-false,ukraine,2022
"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies.""",meter-false,ukraine,2022
"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",tom_ruling_pof,ukraine,2022
“A West Virginia inspection sticker on an Uber” proves the car was not in Ukraine.,meter-false,ukraine,2022
"A recent on-air protest can’t be real because ""there are no live on air television broadcasts in Russia. None. Ever.”",meter-false,ukraine,2022
A video shows current “leaked footage of heavy war between Russia vs Ukraine”,meter-false,ukraine,2022
Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,meter-false,ukraine,2022
“We haven’t seen a single American megachurch offer anything to help Ukrainians.”,meter-false,ukraine,2022
“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,meter-mostly-true,ukraine,2022
“Wladimir Klitschko has auctioned off his 1996 Atlanta Olympic Games gold medal to raise money for the children of Ukraine.”,meter-half-true,ukraine,2022
"A video shows “massive explosion as Ukraine destroyed 280 Russian tanks to pieces using U.S. Javelin missiles.""",meter-false,ukraine,2022
"“While Ukrainians bled and died, Congressman Budd excused their killer.”",meter-mostly-false,ukraine,2022
Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.”,meter-false,ukraine,2022
"Classified documents from Ukraine “confirm without a shadow of a doubt” that the Ukraine government was “covertly preparing an offensive operation against Donbas, scheduled for March 2022.”",meter-false,ukraine,2022
“Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance”,meter-false,ukraine,2022
"Vice President Kamala Harris ""was asked about gasoline prices ... and she tried to defer to President Duda, the Polish president.""",meter-false,ukraine,2022
A Ukrainian combat medic who died in February was seen in a video Ukraine President Volodymyr Zelensky posted of his visit to see wounded soldiers.,meter-false,ukraine,2022
"The U.S. military has reinstated a draft, and women are included.",tom_ruling_pof,ukraine,2022
Says Leonardo DiCaprio gave Ukraine $10 million.,meter-false,ukraine,2022
This video shows “Russian war in Ukraine.”,meter-false,ukraine,2022
"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",meter-false,ukraine,2022
"""Donald Trump's appeasement of Putin wasn't just a personal act of treason, it's the Republican Party's official position.""",meter-mostly-false,ukraine,2022
"U.S. imports 1% of its oil from Russia while “Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.”",meter-mostly-true,ukraine,2022
Video shows Volodymr Zelenskyy singing “Endless Love” with his wife.,meter-false,ukraine,2022
"Two years ago we were “drilling our own oil for $27 a barrel.” Now, thanks to Joe Biden, we’re “paying $105 a barrel to Russia.”",meter-false,ukraine,2022
A Time magazine cover shows Vladimir Putin with Hitler’s mustache.,meter-false,ukraine,2022
U.S. has biological weapons labs in Ukraine.,meter-false,ukraine,2022
Video shows Russian President Vladimir Putin meeting with South Korea’s president.,meter-false,ukraine,2022
"""Gas is high because they shut down production in the U.S.” under the Biden administration.",meter-false,ukraine,2022
An image shows “Ukrainian soldiers praying.”,meter-false,ukraine,2022
"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",meter-false,ukraine,2022
“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,tom_ruling_pof,ukraine,2022
“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,tom_ruling_pof,ukraine,2022
Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.,meter-false,ukraine,2022
"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”",meter-mostly-false,ukraine,2022
"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",meter-false,ukraine,2022
Ukraine issued a press release about Joe Biden,meter-false,ukraine,2022
Video shows Ukrainian crisis actors come to life after pretending to be dead.,meter-false,ukraine,2022
A Ukrainian TikToker shows how to drive an abandoned Russian armored vehicle.,meter-false,ukraine,2022
The war in Ukraine is “scripted and staged.”,tom_ruling_pof,ukraine,2022
Joe Biden's sanctions on Russia “are riddled with loopholes and don't even start for 30 days. They have carve outs for the energy and financial sectors.”,meter-half-true,ukraine,2022
Image shows Ukrainian President Volodymyr Zelensky “has joined the front lines with his troops.”,meter-false,ukraine,2022
Says Sean Penn’s trip to Ukraine in November is evidence the war is staged.,meter-false,ukraine,2022
Says Vladimir Putin said the West is controlled by Satanic pedophiles.,meter-false,ukraine,2022
“I’ve been in and out of Iraq and Afghanistan over 40 times.”,meter-false,ukraine,2022
"""The Russian army does not occupy Ukrainian territory.""",tom_ruling_pof,ukraine,2022
“NEW: Biden Admin. instructs Americans to social distance and wear masks in the event of a Nuclear Fallout.”,meter-mostly-false,ukraine,2022
"A 2022 CNN report said, “Russia deploys two nuke bombers in US backyard, Venezuela.”",meter-false,ukraine,2022
Photos show Ukrainian citizens destroying two Russian tanks with Molotov cocktails in Kyiv.,meter-false,ukraine,2022
"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",meter-false,ukraine,2022
Ukrainians altered this street sign to tell Russian troops to go “f---” themselves.,meter-false,ukraine,2022
Video shows Ukrainian soldiers saying goodbye to loved ones amid Russia’s 2022 invasion.,meter-false,ukraine,2022
"""Ukrainian fighter-ace known as the 'Ghost of Kyiv's real name is Samuyil Hyde.”",tom_ruling_pof,ukraine,2022
"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",meter-false,ukraine,2022
A photo of a wounded young child was captured in Ukraine in 2022.,meter-false,ukraine,2022
“We have doubled our (oil) imports from Russia in the last year.”,meter-mostly-false,ukraine,2022
“NATO (under direction from the United States) is violating previous agreements and expanding eastward.”,meter-mostly-false,ukraine,2022
"The United States buys ""206,000 barrels of oil a day"" from Russia but ""shut down domestic oil production a year ago.""",meter-mostly-false,ukraine,2022
A photo showing young children saluting troops was captured in Ukraine in 2022.,meter-false,ukraine,2022
"The Keystone XL pipeline ""would have produced 830,000 barrels of oil per day, more than enough to offset what we import from Russia.""",meter-half-true,ukraine,2022
Actor Steven Seagal spotted among Russian special forces in Ukraine,meter-false,ukraine,2022
"President Joe Biden said, “The idea that we’re going to send in tanks to Ukraine, that’s called World War III.”",meter-false,russia,2023
“Joe Biden’s war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 1983.”,meter-mostly-false,russia,2023
The amount the U.S. has spent in Ukraine is “double the U.S. expenditure for its own war in Afghanistan.”,meter-false,russia,2023
"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",meter-true,russia,2023
“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,meter-mostly-false,russia,2022
“The Simpsons predicted Pizzagate.”,tom_ruling_pof,russia,2022
Russia’s Army was “destroyed.”,meter-false,russia,2022
The Federal Reserve “has suspended the availability of new currency.”,meter-false,russia,2022
The war in Ukraine is “all over.”,meter-false,russia,2022
"“There may be a new pandemic on the way after the release of a 50,000-year-old zombie virus.”",meter-false,russia,2022
