idx,claim,origin,URL,truth_value,stated_on,topic
364,"Says John Brennan ""was a member of the Communist Party during the Cold War.""",Jeanine Pirro,https://www.politifact.com/factchecks/2018/jul/19/ron-desantis/was-john-brennan-once-member-communist-party/,meter-mostly-false,"July 16, 2018",russia
365,"""In 2016, when Hillary Clinton appeared to have a firm lead in the polls — oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.""",Sean Hannity,https://www.politifact.com/factchecks/2018/jul/17/sean-hannity/sean-hannity-cites-misleading-obama-quote-coverage/,meter-mostly-false,"July 16, 2018",russia
366,"""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing.""",Sean Hannity,https://www.politifact.com/factchecks/2018/jul/16/donald-trump/missing-servers-donald-trump-vladimir-putin/,meter-false,"July 16, 2018",russia
367,"Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton.""",Sean Hannity,https://www.politifact.com/factchecks/2018/jul/16/vladimir-putin/putins-pants-fire-claim-about-400-million-donation/,tom_ruling_pof,"July 16, 2018",russia
368,"""The Russian state has never interfered ... into internal American affairs including election process.""",Sean Hannity,https://www.politifact.com/factchecks/2018/jul/16/vladimir-putin/vladimir-putin-falsely-claims-russia-never-interfe/,tom_ruling_pof,"July 16, 2018",russia
369,"European allies ""pay us $2.5 billion a year to keep our forces there. It would cost us more money to bring the troops home than to keep them in Europe.""",Sean Hannity,https://www.politifact.com/factchecks/2018/jul/12/nicholas-burns/do-european-allies-pay-us-25-billion-yearly-keep-t/,meter-half-true,"July 11, 2018",russia
370,"Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway.""",Danielle Pletka,https://www.politifact.com/factchecks/2018/jul/11/danielle-pletka/was-bernie-sanders-fine-russian-annexation-crimea-/,meter-false,"July 08, 2018",russia
371,"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",Danielle Pletka,https://www.politifact.com/factchecks/2018/jul/10/blog-posting/did-justice-kennedy-quit-due-family-ties-trump-and/,meter-false,"June 30, 2018",russia
372,"The Iran deal ""handed billions of dollars of cash on cargo planes, sent it to a state sponsor of terror, and Tammy Baldwin was one of the first U.S. senators to get on board and support that.""",Danielle Pletka,https://www.politifact.com/factchecks/2018/jun/29/kevin-nicholson/tammy-baldwin-opponent-errs-claiming-billions-doll/,meter-mostly-false,"May 30, 2018",russia
373,"""Twitter caught leaking Donald Trump’s private messages in undercover sting.""",Danielle Pletka,https://www.politifact.com/factchecks/2018/jun/28/blog-posting/website-falsely-claimed-twitter-caught-leaking-pri/,meter-false,"January 11, 2018",russia
374,"""Busted: Obama is holding secret meetings to overtake the White House""",Danielle Pletka,https://www.politifact.com/factchecks/2018/jun/21/blog-posting/-website-falsely-claims-obama-was-bust/,meter-mostly-false,"June 11, 2018",russia
375,"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",President Trump's lawyers,https://www.politifact.com/factchecks/2018/jun/07/president-trumps-lawyers/was-initial-trump-statement-ny-times-accurate-lawy/,meter-mostly-false,"January 29, 2018",russia
376,"North Korea's history of international negotiations shows ""they'll take the concessions, they'll keep them in their pocket and then they won't deliver.""",President Trump's lawyers,https://www.politifact.com/factchecks/2018/jun/07/juan-williams/does-north-koreas-negotiating-history-mean-it-cant/,meter-half-true,"June 03, 2018",russia
377,"Says ""Obama paid FBI informant over $1 million to do it to Trump.""",President Trump's lawyers,https://www.politifact.com/factchecks/2018/may/24/blog-posting/fake-news-says-obama-paid-informant-trump-russia-p/,meter-false,"May 22, 2018",russia
378,"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!""",President Trump's lawyers,https://www.politifact.com/factchecks/2018/may/24/blog-posting/no-german-submarine-wasnt-just-discovered-great-la/,tom_ruling_pof,"May 22, 2018",russia
379,"""Jeff Sessions Caught Colluding with Obama""",President Trump's lawyers,https://www.politifact.com/factchecks/2018/may/23/blog-posting/false-claim-jeff-sessions-caught-collud/,tom_ruling_pof,"April 01, 2018",russia
380,"""CNN to permanently close its doors as ratings plunge 30 percent.""",YourNewsWire.com,https://www.politifact.com/factchecks/2018/may/23/yournewswirecom/no-cnn-isnt-closing-after-ratings-drop/,meter-false,"May 18, 2018",russia
381,"Says James Clapper said ""that the FBI was spying on (Trump's) campaign.""",YourNewsWire.com,https://www.politifact.com/factchecks/2018/may/23/donald-trump/did-ex-intelligence-chief-clapper-say-fbi-spied-tr/,meter-false,"May 23, 2018",russia
382,"The Mueller investigation is ""soon to be $20,000,000.""",YourNewsWire.com,https://www.politifact.com/factchecks/2018/may/23/donald-trump/mueller-probe-costing-20-million-donald-trump-says/,meter-half-true,"May 20, 2018",russia
383,"""Official: Rudy Giuliani officially resigns, Trump’s legal team on it's last leg.""",YourNewsWire.com,https://www.politifact.com/factchecks/2018/may/15/political-voice/no-rudy-giuliani-didnt-quit-trump-legal-team/,meter-false,"May 12, 2018",russia
384,"The nuclear deal gave Iran ""$150 billion, giving $1.8 billion in cash — in actual cash carried out in barrels and in boxes from airplanes.""",YourNewsWire.com,https://www.politifact.com/factchecks/2018/apr/27/donald-trump/donald-trump-iran-150-billion-and-18-billion-c/,meter-half-true,"April 26, 2018",russia
385,"Says of disclosing his $20,000 speech about Syria, ""there was no hiding. I released it.""",Dennis Kucinich,https://www.politifact.com/factchecks/2018/apr/26/dennis-kucinich/dennis-kucinich-said-he-didnt-hide-payment-syria-s/,meter-half-true,"April 19, 2018",russia
386,"""Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State""",Dennis Kucinich,https://www.politifact.com/factchecks/2018/apr/24/blog-posting/no-denzel-washington-didnt-praise-trump-averting-w/,tom_ruling_pof,"February 24, 2018",russia
387,"""We’ve spent more money on the military than the next 12 nations combined.""",Dennis Kucinich,https://www.politifact.com/factchecks/2018/apr/24/bernie-sanders/sanders-says-us-military-spending-bigger-next-12-n/,meter-mostly-true,"April 19, 2018",russia
388,"""Laura Ingraham just fired!!!""",Dennis Kucinich,https://www.politifact.com/factchecks/2018/apr/23/red-state-wave/no-laura-ingraham-wasnt-fired/,tom_ruling_pof,"April 22, 2018",russia
389,"""James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION""",Dennis Kucinich,https://www.politifact.com/factchecks/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/,tom_ruling_pof,"April 19, 2018",russia
390,"""Obama Announces Bid To Become UN Secretary General""",Bloggers,https://www.politifact.com/factchecks/2018/apr/13/blog-posting/no-barack-obama-did-not-announce-bid-un-secretary-/,tom_ruling_pof,"April 12, 2018",russia
391,"""Obama secretly flees US - leaves stunning evidence behind.""",Bloggers,https://www.politifact.com/factchecks/2018/apr/05/viral-truth-wire/no-barack-obama-did-not-flee-country-because-surfa/,tom_ruling_pof,"March 22, 2018",russia
392,"""A lot"" of Sen. Sherrod Brown’s policies ""reflect that interest in Marxism"" and a fondness for communism.",Bloggers,https://www.politifact.com/factchecks/2018/mar/27/mike-gibbons/ohio-republican-wrongly-says-sherrod-brown-likes-c/,meter-false,"February 20, 2018",russia
393,"""Putin issues international arrest warrant for Soros""",Bloggers,https://www.politifact.com/factchecks/2018/mar/16/viralpoliticsus/no-proof-putin-issued-arrest-warrant-soros/,tom_ruling_pof,"March 10, 2018",russia
394,"Says Sen. Tammy Baldwin ""claims to support a 'Buy America' philosophy, but her actions speak louder than her empty words.""",Bloggers,https://www.politifact.com/factchecks/2018/mar/12/leah-vukmir/Vukmir-misfires-on-Baldwin-trade-barb/,meter-false,"January 25, 2018",russia
395,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""",Laurence Tribe,https://www.politifact.com/factchecks/2018/mar/06/laurence-tribe/was-russia-exempted-latest-round-north-korea-sanct/,meter-mostly-false,"March 02, 2018",russia
396,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/20/donald-trump/has-donald-trump-been-much-tougher-russia-barack-o/,meter-mostly-false,"February 20, 2018",russia
397,"""Trump declares globalist Soros as ‘national security threat’ using Obama’s 2014 executive order.""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/19/conservative-daily-post/no-trump-did-not-declare-george-soros-security-thr/,tom_ruling_pof,"January 30, 2018",russia
398,"""I never said Russia did not meddle in the election.""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/,tom_ruling_pof,"February 18, 2018",russia
399,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/14/puppetstringnewscom/fake-news-claims-two-russian-officials-dead-plane-/,tom_ruling_pof,"February 11, 2018",russia
400,"The ""FBI was actively investigating Hillary Clinton's use of a private email server"" on Sept. 2, 2016.",Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/12/matt-gaetz/fbi-not-actively-investigating-clinton-emails/,meter-false,"February 07, 2018",russia
401,"""Obama did in fact unconstitutionally spy on Trump throughout the presidential election.""",Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/12/blog-posting/no-obama-not-facing-indictment-spying-trump/,meter-false,"February 01, 2018",russia
402,"At the State of the Union address, Democrats, ""even on positive news … were like death and un-American. Un-American. Somebody said, ‘treasonous.’ I mean, yeah, I guess, why not? Can we call that treason? Why not?""",Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/06/donald-trump/donald-trumps-pants-fire-claim-about-treason/,tom_ruling_pof,"February 05, 2018",russia
403,"Says the Steele dossier ""was—according to (James Comey's) June 2017 testimony—'salacious and unverified.' """,Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/05/devin-nunes/nunes-memo-twists-james-comeys-words-steele-dossie/,meter-half-true,"February 02, 2018",russia
404,"""Mueller will be forced to resign over Pelosi affair.""",Matt Gaetz,https://www.politifact.com/factchecks/2018/jan/24/patriot-report/headline-says-mueller-pelosi-affair-steamy-its-fak/,tom_ruling_pof,"January 18, 2018",russia
405,"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier.""",Elizabeth Foley,https://www.politifact.com/factchecks/2018/jan/05/elizabeth-foley/taking-closer-look-steele-dossier-and-carter-pages/,meter-mostly-false,"January 02, 2018",russia
406,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",Elizabeth Foley,https://www.politifact.com/factchecks/2018/jan/02/donald-trump/trumps-false-claim-dianne-feinstein-said-there-no-/,meter-false,"December 28, 2017",russia
407,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",Elizabeth Foley,https://www.politifact.com/factchecks/2017/dec/12/houstonchronicle-tvcom/no-trump-hasnt-fired-justice-departments-rod-rosen/,tom_ruling_pof,"December 08, 2017",russia
408,"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.",Elizabeth Foley,https://www.politifact.com/factchecks/2017/dec/11/chain-email/chain-email-putin-says-minorities-should-adopt-rus/,tom_ruling_pof,"December 05, 2017",russia
409,"""The FBI has become America's secret police …  like the old KGB.""",Elizabeth Foley,https://www.politifact.com/factchecks/2017/dec/08/gregg-jarrett/has-fbi-become-americas-secret-police/,tom_ruling_pof,"December 06, 2017",russia
410,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",PuppetStringNews.com,https://www.politifact.com/factchecks/2017/dec/06/puppetstringnewscom/story-misleads-tying-obama-russian-spy-swap-hillar/,meter-mostly-false,"November 26, 2017",russia
