,claim
3529,"""Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market."""
3530,"""In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea."""
3532,"""In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school."""
3534,"""There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress"" that concluded ""nobody did anything wrong, but there were changes we could make."""
3535,"Says Pope Francis ""took the name of a saint who basically reached out to Muslims."""
3536,"A ""majority in every state favors path to citizenship for undocumented immigrants."""
3539,"""We have at least 200,000 to 300,000 hate crimes in a given year."""
3540,"Says Hillary Clinton ""was completely exonerated, when I was in the White House"" by an official inquiry on Whitewater."
3541,"""In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!"""
3551,"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time."""
3552,"Atmospheric conditions could push a football’s pressure ""down approximately one-and-a-half pounds per square inch."""
3556,"The authors of a report on CIA’s torture techniques ""never interviewed a single CIA official."""
3557,"Austin mayoral candidate Steve Adler opposed an injunction to stop a ""company from dumping petrochemicals directly into the Barton Springs aquifer."""
3559,"Says a bill he vetoed to give driver licenses to certain immigrants known as Dreamers would have changed ""nothing."""
3564,"Says Rick Scott signed ""laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest."""
3565,"Says Sen. Kay Hagan ""has missed half of the (Senate Armed Services) Committee's hearings in 2014."""
3570,"""Attorney General Eric Holder’s own Justice Department precleared the voting changes in the 2011 law"" about early voting in Florida."
3573,"Says Rep. Bruce Braley, D-Iowa, missed ""79 percent of veterans affairs committee hearings."""
3574,"""Ninety percent"" of people living in Gaza ""don’t have access even to water."""
3577,"""Gov. Rick Scott signed into law a bill that gives Florida's public officials an easy way to avoid disclosing their personal finances."""
3578,It would be illegal for the Fulton County Commission to raise the county tax rate.
3581,"The Obama administration ""went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk."""
3584,"40 percent of illegal immigrants ""had a visa and then became illegal,"" mostly because ""they changed jobs."""
3585,"""Over 20 percent of the electorate is Hispanic"" in Florida."
3588,"Dan Patrick ""called for increasing the gas tax and the state sales tax."""
3592,"""The largest enterprise in the world is the federal government of the United States of America"""
3594,"Federal law for Obamacare navigators ""does not bar — or even require screening for — convicted felons, including individuals convicted of identity theft or fraud."""
3599,"""The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus."""
3604,"Pending a federal waiver, the 2013 Legislature ""eliminated the overtesting of students in grades 3-8 by decreasing the number of tests from 17 to 8."""
3607,"Says Florida ""rubber-stamped phony horse racing."""
3608,"""If you are black or brown, you are nine times more likely to be stopped and frisked"" in New York City."
3611,The decision to remove Chick-fil-A from Emory University was based solely on student feedback.
3614,"While the sequester is in effect, the federal government is still funding a study on duck penises."
3616,"A proposed ban on hollow-point bullets and bullets that expand upon impact ""essentially bans deer hunting."""
3618,The United States gives $8 million a day to Israel and gives that country a blank check.
3619,Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).
3621,"""With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens."""
3622,"""The last time Republicans held hostage a resolution to ensure that our country’s bills were paid cost us more than $1 billion in added interest and slowed the economic recovery."""
3624,"The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill."""
3626,"The Broward Republican Executive Committee ""had the liberal League of Women Voters Guide removed from the Broward Supervisor of Election's website."""
3627,"""Our welfare system now consumes 42 percent of our budget."""
3629,"""6,400 Ohioans ... lost manufacturing jobs in the month of September."""
3630,"""There’s 21 congressmen and senators that have been convicted of felonies that still get their retirement, even in jail. They don’t have to wait until they’re 65."""
3632,"""The president said he was going to create daylight between ourselves and Israel."""
3640,"Barack Obama ""refuses to acknowledge Jerusalem as the capital of Israel."""
3641,"Says Romney and Ryan ""both backed proposals that would outlaw abortions even in cases of rape or incest."""
3643,"Tennessee's appeals court judges ""were selected by a handful of party officials in Nashville"" before the system of ""merit selection"" was put into effect."
3644,"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu ""set the record straight — he said, our two countries have 'exactly the same policy' (and) 'our security cooperation is unprecedented.'"""
