,claim
2876,"""Barbara Boxer's worried about the weather"" instead of terrorism as the biggest threat to national security."
2879,Says Gov. Rick Perry is “spending Texans’ hard-earned money to live like Louie XIV.”
2888,"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything."""
2893,"Obama said troops ""whine about bearing the costs"" of going to war."
2898,"The health care reform bill ""is the largest tax increase in U.S. history."""
2899,"The Iraq war has been ""our longest war."""
2901,"People ""can't go fishing anymore because of Obama."""
2902,"My ""border security efforts have led to a 60 percent decrease in border crime."""
2903,"""The economy began its nose dive when Democrats took control of Congress in January 2007."""
2904,"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... ."""
2905,“Bill White ...offered sanctuary to illegal immigrants.”
2906,Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.
2910,"""He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens."""
2915,"""Federal employees are making twice as much as their private counterparts."""
2917,"""What were the old annual deficits under Republicans have now become the monthly deficits under Democrats."""
2926,Says Land Commissioner Jerry Patterson threatened to shoot him.
2928,"A recent Obama executive order could ""lead to a number of investigations by Interpol in the United States, potentially aimed at American officials."""
2930,"""We had no domestic attacks under Bush."""
2931,"President Obama ""doesn't ... want to admit we're at war."""
2935,"Less than 10 percent of Obama's Cabinet appointees ""have any experience in the private sector."""
2943,"""President Bush never did one interview with the New York Times during his entire presidency."""
2944,"When White House communications director Anita Dunn said that Mao Tse-tung was ""one of her favorite philosophers, only Fox News picked that up."""
2947,"The Obama White House is renaming Christmas trees ""holiday trees."""
2948,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime."""
2953,"""The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes."""
2958,"""The ACLU has filed a suit to have all military cross-shaped headstones removed."""
2962,"""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq."""
2964,"""Why do we have automatic citizenship upon birth? We're the only country in the world that has it."""
2974,"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined."""
2976,"""The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops."""
2980,"Bush's tax cuts for high earners ""have been the biggest contributor to the budget deficit."""
2983,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'"""
2984,"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love."""
2985,"""Barack Obama thinks terrorists just need a good talking to."""
2986,"""(Bill) Ayers and Obama ran a radical education foundation together."""
2998,"""The Books Sarah Palin tried to have banned."""
3002,"""He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' """
3005,"When Sarah Palin was in government, Barack Obama was a community organizer."
3012,Obama wants to increase the size of government by 23 percent.
3016,"Barack Obama has ""pledged to reduce the size of the military."""
3019,"""Sen. McCain would occupy Iraq indefinitely, against their wishes."""
3020,"Obama ""shunned the opportunity to talk to soldiers to thank them for their service."""
3021,Says Obama flip-flopped on withdrawing troops from Iraq.
3028,"""I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations."""
3029,"Barack Obama wants to ""unilaterally disarm our nation."""
3032,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately."""
3033,"""Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding."""
3034,"""The Iranians continue – in the view of every objective observer – continue to pursue the acquisition of nuclear weapons."""
3040,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War."""
3041,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction."""
3050,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says."
3057,"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing."""
3060,"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality."""
3062,"""I have never said that I don't wear flag pins or refuse to wear flag pins."""
3065,"""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid."""
3067,"""I actually started criticizing the war in Iraq before (Obama) did."""
3068,"Obama ""has no experience or background at all in national security affairs."""
3070,"""I remember landing under sniper fire."""
3075,"""We are bogged down in a war that John McCain now suggests might go on for another 100 years."""
3079,"Obama ""suggested bombing Pakistan."""
3081,"""Everything I have said (on the campaign trail) has been factually accurate."""
