,claim,truth_value
2197,The Ministry of Emergency Situations of Ukraine reports that 5 people died during the attack on the TV tower,meter-true
2198,"Comedians Denys Chuzhiy, Danylo Poperechnyi and Mykhailo Shats talked about the threats. Previously, they opposed the war in Ukraine",meter-true
2199,"Biden ordered the release of 30 million barrels of oil from the strategic reserve in connection with the situation around Ukraine, the US Department of Energy reports.",meter-true
2200,"Turkey considers the EU's initiative to consider Ukraine's accession to the European Union to be a positive initiative, Erdogan said.",meter-true
2201,"Norway will ban the sale of Russian-made alcohol in its stores due to the escalation of the crisis in Ukraine, Reuters reported.",meter-true
2202,"Zelenskyi said that during the conversation with Biden, they discussed sanctions against Russia and support for Ukraine in the field of defense.",meter-true
2203,"Canada will send $79 million worth of humanitarian aid to Ukraine, CTV reported.",meter-true
2204,Great Britain imposes sanctions against Belarus for its role in Russian special operation in Ukraine,meter-true
2205,"Roskomnadzor threatened to block ""Wikipedia"" due to the article ""Russia's invasion of Ukraine 2022""",meter-true
2206,The International Criminal Court in The Hague will consider Ukraine's lawsuit against Russia on March 7-8,meter-true
2207,An emergency meeting of the UN General Assembly on the situation in Ukraine begins,meter-true
2208,Ukrainian football player Oleksandr Zinchenko came to the FA Cup match with a captain's armband and a Ukrainian flag,meter-true
2209,Official channel of the Verkhovna Rada of Ukraine: Explosions are heard again in Kyiv,meter-true
2210,"The IMF may consider Ukraine's request for urgent financial assistance next week, the organization said",meter-true
2211,The UN International Criminal Court in The Hague has scheduled a hearing for March 7-8 regarding Ukraine's appeal against Russia,meter-true
2212,"In Moscow, they detained two women and their children who came to lay flowers at the Embassy of Ukraine with a ""No War"" poster. They wanted to leave them at the Ukrainian Embassy for the night, but were released after the arrival of a lawyer.",meter-true
2213,How the capitalization of Russian companies fell on foreign exchanges after the special operation of Russian troops in Ukraine,meter-true
2214,"China will promote the development of dialogue between Russia and Ukraine to resolve the conflict, the Chinese Foreign Ministry said.",meter-true
2215,Negotiations between Ukraine and Russia in Belarus are possible closer to the end of the week - the source of Interfax,meter-true
2216,The Ministry of Foreign Affairs of China on the possibility of a conversation between Xi Jinping and Zelensky in the coming days: Beijing supports an open channel of communication with Ukraine,meter-true
2217,"The flag of Ukraine was removed from the territory of the embassy in Moscow, the sign was dismantled",meter-true
2218,Minister of Defense of Ukraine Oleksiy Reznikov: The amount of aid we receive is increasing. New Bayratars have already arrived in Ukraine and are on combat duty. There will be more stingers and javelins,meter-true
2219,Negotiations between Russia and Ukraine can take place in the evening of March 2,meter-true
2220,Ukrainian mass media report on the threat of a missile strike in Kyiv,meter-true
2221,Spain will supply offensive weapons to Ukraine - Prime Minister,meter-true
2222,"The Embassy of Ukraine in Russia is closed. The employees have left, the gates are sealed, and the flag has been removed.",meter-true
2223,Ukraine has closed shipping in the northwestern region of the Black Sea - the General Staff of the country's Armed Forces,meter-true
2224,The World Bank will support Ukraine in the amount of $3 billion.,meter-true
2225,"Advisor to the President of Ukraine on the date of further negotiations with Russia: it is being discussed, a meaningful agenda is needed",meter-true
2226,The mayor of Konotop (Ukraine) announced that the Russian military issued an ultimatum: either he surrenders the city or the city is blown up with artillery.,meter-true
2227,Macron will deliver an address on Ukraine at 10:00 p.m. Moscow time,meter-true
2228,"NATO will not intervene in the situation in Ukraine militarily, it would be a mistake - the chancellor of Germany",meter-true
2229,Turkey is ready to hold negotiations between Russia and Ukraine in Istanbul - the press secretary of the ruling party.,meter-true
2230,Russian Foreign Ministry: NATO's words that the alliance will not intervene militarily in the situation in Ukraine show that they still have common sense left,meter-true
2231,"More than 830,000 people left Ukraine - UN",meter-true
2232,"The band ""Mummy Troll"" announced that it is stopping concert activities due to the situation in Ukraine",meter-true
2233,"Andrzej Duda: more than 500,000 refugees from Ukraine have arrived in Poland",meter-true
2234,Porsche will stop production at the plant in Leipzig due to a lack of parts from Ukraine,meter-true
2235,"Roskomnadzor confirmed that it sent ""Wikipedia"" a message about the need to remove ""unreliable information on the subject of a military operation in Ukraine""",meter-true
2236,"Ukrainian football player Rakytskyi terminated his contract with ""Zenith""",meter-true
2237,"Citizens leaving Russia spoke about the interrogations of border guards at airports - they are interested in the purpose and duration of the trip, as well as their attitude towards the president and the special operation in Ukraine.",meter-true
2238,"In a letter to employees, EA Sports informed about the decision to remove Russia from FIFA and NHL series games due to the situation in Ukraine, Sports.ru reports with reference to insider Tom Henderson.",meter-true
2239,"Ukraine promises to hand over Russian prisoners to their mothers, if they themselves come for them. Interior Ministry Adviser Anton Gerashchenko gives mothers of prisoners a detailed algorithm of actions regarding the return of their children.",meter-true
2240,"An all-Russian lesson dedicated to the liberation mission in Ukraine will be held by the Ministry of Education on March 3, the ministry's press service reports.",meter-true
2241,Central Bank of Ukraine: bank cards of Russia and Belarus no longer work in Ukraine,meter-true
2242,Hungary has decided not to send troops or weapons to Ukraine,meter-true
2243,"The second round of negotiations between Russia and Ukraine will be held in Bialowieza Pushcha, where the agreements that ended the USSR were signed.",meter-true
2244,Biden said that he is trying to establish indirect contact with China regarding the situation in Ukraine.,meter-true
2245,Biden said that the question of Ukraine's possible membership in NATO should be decided by the alliance itself and Kyiv.,meter-true
2246,Biden: Zelenskyy should decide for himself whether to stay in Ukraine,meter-true
2247,"Biden has no intention of sending US troops to Ukraine, said First Deputy Secretary of State Sherman.",meter-true
2248,Roskomnadzor reported that it restricted access to The Village website for publishing inaccurate information on the operation in Ukraine,meter-true
2249,"The Ukrainian delegation left Kyiv and is on the way now, they will be there starting tomorrow morning.",meter-true
2250,Medynskyi: Russia has found an understanding with Ukraine in a number of areas,meter-true
2251,"Tokayev and Zelensky agreed on cooperation between Kazakhstan and Ukraine in the humanitarian sphere, the press service of the Kazakh leader reports.",meter-true
2252,"Bild: Germany delivered 500 Stinger anti-aircraft missiles and 1,000 Panzerfaust anti-tank grenade launchers to Ukraine",meter-true
2253,"Abramovich instructed the team to create a charity fund, where all proceeds from the sale of the club will be transferred. The money from this fund will go to help victims of hostilities in Ukraine",meter-true
2254,"The Ukrainian delegation is on its way to a meeting with the Russian delegation to Bialowieza Forest, Zelenskyi's office reported.",meter-true
