id,claim,truth_value,title,stated_on
375,The expert mission led by International Atomic Energy Agency chief Rafael Mariano Grossi reached the Zaporizhzhia nuclear plant after delays.,meter-true,Ukraine live briefing: IAEA mission inspects nuclear plant after delays,"September 01, 2022 at 1:26 PM GMT+5:30"
376,"European Union countries reached a political agreement to suspend a visa facilitation agreement with Russia, making it more difficult and expensive for Russian tourists to get visas.",meter-true,Ukraine live briefing: IAEA in city of Zaporizhzhia; Ukraine pushes Russian forces in south,"August 31, 2022 at 1:14 PM GMT+5:30"
377,"More strikes were reported overnight near the Zaporizhzhia nuclear plant, where IAEA inspectors are due to arrive later this week to assess the damage.",meter-true,Ukraine live briefing: Kherson attacks underway; Russia to hold military drills with China and others,"August 30, 2022 at 1:58 PM GMT+5:30"
378,"The delivery of the Mohajer-6 and Shahed-series drones to Moscow is a first installment of a planned transfer of hundreds of Iranian UAVs, U.S. officials said. ",meter-true,Iran sends first shipment of drones to Russia for use in Ukraine,"August 30, 2022 at 3:01 AM GMT+5:30"
379,"Ukrainian officials say shelling hit Enerhodar, where the facility is located, days ahead of an expected IAEA visit. ",meter-true,Ukraine live briefing: Ukrainian forces attack near Kherson; U.N. inspectors to arrive in Kyiv ,"August 29, 2022 at 1:37 PM GMT+5:30"
380,"Russia’s military expansion will have little impact on war, Britain’s Defense Ministry said.",meter-true,Ukraine live briefing: Russia targets Zaporizhzhia area; U.S. decries Moscow’s ‘cynical obstructionism’,"August 28, 2022 at 12:54 PM GMT+5:30"
381,"Shelling at the plant may result in hydrogen leakage, sputtering of radioactive substances and fires, Ukraine’s nuclear power agency warned in a statement Saturday. ",meter-true,Ukraine live briefing: Fresh shelling at Zaporizhzhia nuclear plant ahead of U.N. inspection,"August 27, 2022 at 2:15 PM GMT+5:30"
382,"Electricity has been restored to the Zaporizhzhia nuclear power plant, narrowly averting a “radiation accident,” says Ukrainian President Volodymyr Zelensky.",meter-true,Ukraine live briefing: Power restored to Zaporizhzhia plant; authorities distribute iodine ,"August 26, 2022 at 1:27 PM GMT+5:30"
383,"A decree signed by the Russian president calls for the armed forces to increase its ranks by 137,000, effective Jan. 1. ",meter-true,"Ukraine live briefing: Backup generators prevented ‘radiation accident’ at Zaporizhzhia plant, Zelensky says","August 25, 2022 at 1:33 PM GMT+5:30"
384,"Russia has been accused of using the Zaporizhzhia plant, which is still functioning and producing power, as a staging ground for war.",meter-true,Analysis | Threat of nuclear catastrophe in Ukraine adds to global energy chaos,"August 25, 2022 at 9:31 AM GMT+5:30"
385,"Aug. 24 marked six months since Russia invaded its next-door neighbor, throwing the entire world into turmoil.",meter-true,"Opinion | Ukraine has survived half a year, but the war is probably not half over","August 25, 2022 at 2:06 AM GMT+5:30"
386,"Ukrainians had been bracing for stepped up strikes this week, and officials say the death toll from the train station strike could increase.",meter-true,Russian invasion reaches 6 months on Ukraine’s Independence Day,"August 24, 2022 at 12:52 PM GMT+5:30"
387,On board a train heading to the Polish border are Ukrainians who have been wrestling with the agonizing decision of whether to return home six months into the war.,meter-true,"A train ride back to Ukraine: Fear, tears and a romance","August 23, 2022 at 6:30 PM GMT+5:30"
388,"The Pentagon prepares to send more weapons to Ukraine, and hundreds of Russians attend a memorial for propagandist Daria Dugina, who was killed in a car bombing.",meter-true,Ukraine live briefing: U.S. warns of more Russian strikes ahead of Independence Day,"August 23, 2022 at 1:41 PM GMT+5:30"
389,"Russia claimed that “Ukrainian special services” were behind the car bombing that killed the daughter of Alexander Dugin, an ally of Russian President Vladimir Putin.",meter-true,Ukraine live briefing: Putin ally Alexander Dugin calls for ‘more than just revenge’ after daughter’s killing,"August 22, 2022 at 12:22 PM GMT+5:30"
390,Russian President Vladimir Putin’s campaign to topple Ukraine's government hasn’t gone as planners in the Kremlin thought it would. ,meter-true,"Analysis | Six months after Russia invaded Ukraine, the world is on a knife edge","August 22, 2022 at 9:31 AM GMT+5:30"
391,"Daria Dugina, the daughter of key Putin adviser Alexander Dugin, was killed in an explosion in the Moscow region. ",meter-true,Ukraine live briefing: Kyiv denies killing Putin ally’s daughter; Russia opens murder investigation,"August 21, 2022 at 12:30 PM GMT+5:30"
392,"Russia is beefing up security in Crimea amid reports of drone attacks, while both Moscow and Kyiv have voiced support for IAEA inspectors to visit Zaporizhzhia.",meter-true,Ukraine live briefing: Drone attacks reported in Crimea; Putin supports nuclear plant inspection,"August 20, 2022 at 1:26 PM GMT+5:30"
393,"A trove of sensitive materials obtained by Ukrainian and other security services and reviewed by The Washington Post offers rare insight into the activities of the FSB, a sprawling security service that bears enormous responsibility for the failed Russian war plan and the hubris that propelled it.",meter-true,Russia’s spies misread Ukraine and misled Kremlin as war loomed,"August 19, 2022 at 4:30 PM GMT+5:30"
394,"Both Russia and Ukraine are warning of a possible attack on the Zaporizhzhia nuclear power plant, currently under Russian control, in southeastern Ukraine. ",meter-true,Ukraine live briefing: Warnings of imminent attack on Zaporizhzhia nuclear plant; U.S. sends more aid,"August 19, 2022 at 1:59 PM GMT+5:30"
395,U.N. Secretary General António Guterres met with the leaders of Ukraine and Turkey in Lviv. Blasts in Crimea have drawn attention to Kyiv's special forces. ,meter-true,Ukraine live briefing: U.N. says attack on nuclear plant would be ‘suicide’; blasts reported behind Russian lines ,"August 18, 2022 at 12:58 PM GMT+5:30"
396,Satellite images show the first grain ship from Ukraine in Syria. Ukrainian forces strike Russia in Crimea for the second time in a week.,meter-true,Ukraine live briefing: U.N. chief arrives in Ukraine to review month-old grain export deal,"August 17, 2022 at 1:24 PM GMT+5:30"
397,An ammunition depot was on fire near Dzhankoi. Three foreign nationals could face the death penalty in eastern Ukraine. ,meter-true,Ukraine Live Briefing: Ukraine strikes Crimea targets twice in a week ,"August 16, 2022 at 1:16 PM GMT+5:30"
398,"The latest round of shelling near the Zaporizhzhia nuclear plant killed one employee and injured two others, Ukraine’s nuclear power regulator said.",meter-true,"Ukraine Live Briefing: U.N. warns of danger at nuclear plant, rejects Russian claims ","August 15, 2022 at 12:29 PM GMT+5:30"
399,"Ukrainian President Volodymyr Zelensky accused Russian forces of using the nuclear plant as a shield in a “blackmail operation.""",meter-true,Ukraine Live Briefing: Shelling near nuclear plant kills worker as world leaders call on Russia to retreat,"August 14, 2022 at 12:06 PM GMT+5:30"
400,"Some parts of the country are suffering the daily brutality of war, while in other places, life feels relatively peaceful.",meter-true,"War? Ordinary life? In Ukraine, it depends on where you call home.","August 14, 2022 at 11:30 AM GMT+5:30"
401,Ukrainian President Volodymyr Zelensky wants Europe to halt visas for Russians. Fighting near the Zaporizhzhia nuclear power plant raises alarm.,meter-true,Ukraine Live Briefing: Shelling near Zaporizhzhia plant; Ukraine strikes last key bridge,"August 13, 2022 at 1:36 PM GMT+5:30"
402,The U.N. chief called for military forces to leave the Zaporizhzhia nuclear plant site. The Brave Commander ship is carrying Ukrainian grain to the Horn of Africa.,meter-true,"Ukraine Live Briefing: U.S. doesn’t know what hit Crimea base, official says","August 12, 2022 at 1:30 PM GMT+5:30"
403,Satellite images appear to show damaged planes at the Saki Air Base in Crimea. The U.N. Security Council could meet over the Zaporizhzhia nuclear plant.,meter-true,Ukraine Live Briefing: U.N. chief calls for cease-fire at nuclear plant as ‘catastrophic consequences’ loom,"August 11, 2022 at 1:38 PM GMT+5:30"
404,"A Ukrainian attack in Crimea would be a dramatic escalation in the war, demonstrating an ability by Ukrainian forces to strike at Russia far from the front lines. ",meter-true,Ukraine Live Briefing: Russia ‘cannot feel safe in Crimea’ after air base blasts,"August 10, 2022 at 1:59 PM GMT+5:30"
405,"Ukrainian President Volodymyr Zelensky accused Russia of ""nuclear blackmail"" following attacks on Europe's largest nuclear power plant.",meter-true,Ukraine Live Briefing: Explosions rock Russian air base in Crimea,"August 09, 2022 at 1:12 PM GMT+5:30"
406,Ukrainian President Volodymyr Zelensky slammed Russia's reported plans to hold referendums and warned that strikes on the Zaporizhzhia nuclear plant pose enormous risks.,meter-true,Ukraine Live Briefing: U.S. to send $1 billion in weapons to Ukraine; U.N. demands access to targeted nuclear plant,"August 08, 2022 at 1:10 PM GMT+5:30"
407,Ukrainian President Volodymyr Zelensky demanded a forceful reaction from international organizations after the attack at Europe’s largest nuclear power plant. ,meter-true,"Ukraine Live Briefing: Radiation levels remain normal after shelling at nuclear plant, official says","August 07, 2022 at 1:28 PM GMT+5:30"
408,Few are brave to ask about the true toll as the number of war dead is a state secret.,meter-true,"Russian men, dying in war, leave many families sad, angry and silent ","August 07, 2022 at 1:30 AM GMT+5:30"
409,"Russia and Ukraine are accusing one another of shelling the Zaporizhzhia nuclear power plant, as fighting continues in the south on Saturday. ",meter-true,Ukraine Live Briefing: Russia and Ukraine accuse each other of shelling Zaporizhzhia nuclear plant,"August 06, 2022 at 1:20 PM GMT+5:30"
410,Opposition to the war among Russians received unexpected official confirmation thanks to a leaked poll.,meter-true,Opinion | Even from prison I can see opposition to Putin’s war growing,"August 06, 2022 at 2:17 AM GMT+5:30"
411,Three ships are exporting grain from Ukraine’s Black Sea ports. President Biden described Brittney Griner’s sentencing as “unacceptable.”,meter-true,Ukraine Live Briefing: Three grain ships set sail; Moscow mulls Griner swap,"August 05, 2022 at 1:04 PM GMT+5:30"
412,"The U.S.-made antitank missiles have shorter range than most artillery, but Ukrainian soldiers are using them effectively in close combat along the front lines.",meter-true,"It’s an artillery war, but Ukraine still kills tanks with Javelins ","August 05, 2022 at 12:30 PM GMT+5:30"
413,No swap of sovereignty for peace can do more than slow Russia's aims in Ukraine.,meter-true,"Opinion | ‘Realists’ have it wrong: Putin, not Zelensky, is the one who can end the war.","August 05, 2022 at 2:11 AM GMT+5:30"
414,The U.N. will investigate a prison blast that killed Ukrainian prisoners of war. Ukrainian President Volodymyr Zelensky wants to “talk directly” with Chinese leader Xi Jinping.,meter-true,Ukraine Live Briefing: U.S. officials condemn ‘reprehensible’ sentence in Griner’s ‘sham trial’ ,"August 04, 2022 at 12:56 PM GMT+5:30"
