,Unnamed: 0,claim,truth_value,simple_sentence
1030,1031,Zelenskyy's regime is based on Nazism and hatred towards Russians,meter-false,Zelenskyy 's regime is based on Nazism towards Russians. Zelenskyy 's regime is based on hatred towards Russians. 
1031,1032,West increases pressure on CIS countries to break old ties,meter-false,West increases pressure on CIS countries to break old ties
1032,1033,The West aims to destabilise Russia using its historic territories,meter-false,The West aims to destabilise Russia using its historic territories
1033,1034,US wants to break Ukraine into pieces,meter-false,US wants to break Ukraine into pieces
1034,1035,"Russia’s complaint to ECHR: Kyiv violates rights, kills civilians in Donbas",meter-false,"Russia’s complaint to ECHR: Kyiv violates rights, kills civilians in Donbas"
1035,1036,Ukraine guilty of downing MH17 flight,meter-false,Ukraine guilty of downing MH17 flight
1036,1037,Ukraine produces new 'initiatives' while not abiding by Minsk; Germany and France play along,meter-false,Ukraine produces new 'initiatives' while not abiding by Minsk; Germany and France play along
1037,1038,"West to use Georgia, Moldova and Ukraine against Russia without joining NATO",meter-false,West to use Georgia against Russia without joining NATO. West to use Moldova against Russia without joining NATO. West to use Ukraine against Russia without joining NATO. 
1038,1039,The EU drags Ukraine into poverty,meter-false,The EU drags Ukraine into poverty
1039,1040,The West deliberately delays the MH17 trial,meter-false,The West deliberately delays the MH17 trial
1040,1041,The Ukrainian army is controlled by Western secret services,meter-false,The Ukrainian army is controlled by Western secret services
1041,1042,In 2014 Kyiv launched a military operation against those who opposed the coup d'etatyiv launched a military operation against those who opposed the coup d'etat in 2014,meter-false,In 2014 Kyiv launched a military operation against those who opposed the coup d'etatyiv launched a military operation against those who opposed the coup d'etat in 2014
1042,1043,Ukraine is a Western project directed against Russia,meter-false,
1043,1044,Ukraine and NATO train to destroy Donbas,meter-false,Ukraine train to destroy Donbas. NATO train to destroy Donbas. 
1044,1045,"Russia does not seek military conflicts with its neighbours, does not threaten anyone",meter-false,"Russia does not seek military conflicts with its neighbours, does not threaten anyone"
1045,1046,"Under the guise of exercises, NATO plans to deliver weapons for the war in Donbas",meter-false,"Under the guise of exercises, NATO plans to deliver weapons for the war in Donbas"
1046,1047,Ukraine to sell its land to West in exchange for friendship,meter-false,Ukraine to sell its land to West in exchange for friendship
1047,1048,The West needs Ukraine for NATO bases as Kyiv prepares for mythical Russian invasion,meter-false,The West needs Ukraine for NATO bases as Kyiv prepares for mythical Russian invasion
1048,1049,The conflict in eastern Ukraine began with an attack from Kyiv,meter-false,The conflict in eastern Ukraine began with an attack from Kyiv
1049,1050,Military absorption of Ukraine by the West threatens Russia,meter-false,Military absorption of Ukraine by the West threatens Russia
1050,1051,Unscrupulous NATO members used the alliance to sabotage Ukraine,meter-false,Unscrupulous NATO members used the alliance to sabotage Ukraine
1051,1052,UK warship violated Russian territorial waters,meter-false,UK warship violated Russian territorial waters
1052,1053,Russia issues passports to Donbas citizens because Ukraine does not implement Minsk Agreements,meter-false,Russia issues passports to Donbas citizens does not implement Minsk Agreements. Russia issues passports to Ukraine does not implement Minsk Agreements. 
1053,1054,The coup led to the deterioration of Russian - Ukrainian relations,meter-false,The coup led to the deterioration of Russian - Ukrainian relations
1054,1055,Russia is not party to Donbas conflict,meter-false,Russia is not party to Donbas conflict
1055,1056,Crimea joined Russia as a result of a 2014 referendum held after Western-backed coup d’etat in Ukraine,meter-false,Crimea joined Russia as a result of a 2014 referendum held after Western-backed coup d’etat in Ukraine
1056,1057,Ukraine provoked a crisis in Donbas ahead of NATO summit,meter-false,Ukraine provoked a crisis in Donbas ahead of NATO summit
1057,1058,"Using Sea Breeze as a cover, NATO will supply Ukraine with modern weapons",meter-false,"Using Sea Breeze as a cover, NATO will supply Ukraine with modern weapons"
1058,1059,US destroys Ukrainian economy,meter-false,US destroys Ukrainian economy
1059,1060,Ukrainian soldiers fired at wounded people and medics,meter-false,Ukrainian soldiers fired at wounded people medics. Ukrainian soldiers fired at people medics. 
1060,1061,There is a internal conflict in Ukraine,meter-false,There is a internal conflict in Ukraine
1061,1062,Ukrainian soldiers are killing the wounded and the medical personnel in Donbas,meter-false,Ukrainian soldiers are killing the wounded. Ukrainian soldiers are killing the medical personnel in Donbas. 
1062,1063,Donbas is living an internal armed conflict since 2014,meter-false,Donbas is living an internal armed conflict since 2014
1063,1064,The West needs a war in Russia’s borders and exploits Ukraine’s anti-Russian activities,meter-false,The West needs a war in Russia ' s borders. The West needs a war in exploits Ukraine ' s anti-Russian activities. 
1064,1065,"The regime in Kyiv is illegal, it seized power after the coup",meter-false,"The regime in Kyiv is illegal, it seized power after the coup"
1065,1066,"After 2014 coup, Ukraine committed genocide in Donbas",meter-false,"After 2014 coup, Ukraine committed genocide in Donbas"
1066,1067,EU and US interference and coup in Ukraine caused the armed conflict in Donbas,meter-false,EU and US interference and coup in Ukraine caused the armed conflict in Donbas
1067,1068,Russian-Ukrainian relations deteriorated because of the coup,meter-false,Russian-Ukrainian relations deteriorated. Russian-Ukrainian of the coup. 
1068,1069,There are more drawbacks than advantages for the Baltic states and Ukraine NATO membership,meter-false,There are more drawbacks than advantages for the Baltic states membership. There are more drawbacks than advantages for Ukraine NATO states membership. 
1069,1070,A Ukrainian drone killed a 5-year-old child near Donetsk,meter-false,A Ukrainian drone killed a 5-year-old child near Donetsk
1070,1071,"Ukraine uses terrorist tactics in Donbas, whereas DNR and LNR are peaceful states",meter-false,Ukraine uses terrorist tactics in Donbas  whereas DNR LNR are peaceful states. 
1071,1072,Kyiv's Nazi practices will be discussed in the Biden-Putin meeting,meter-false,Kyiv's Nazi practices will be discussed in the Biden-Putin meeting
1072,1073,Russia sent troops to the Ukrainian border because there was danger for the Russian population in Donbas,meter-false,Russia sent troops to the Ukrainian border   there was danger for the Russian population in Donbas. 
1073,1074,Russia occupied Crimea to keep NATO ships out,meter-false,Russia occupied Crimea to keep NATO ships out
1074,1075,NATO uses military exercises to deliver arms to Ukraine,meter-false,NATO uses military exercises to deliver arms to Ukraine
1075,1076,"Donbas did not attack Ukraine, Ukraine started killing people in Donbas",meter-false,"Donbas did not attack Ukraine, Ukraine started killing people in Donbas"
1076,1077,Crimea returned to Russia after a referendum,meter-false,Crimea returned to Russia after a referendum
1077,1078,"While Ukraine fails to abide by Minsk agreements, DNR builds its own statehood",meter-false,"While Ukraine fails to abide by Minsk agreements, DNR builds its own statehood"
1078,1079,After a coup in Ukraine Crimea united with Russia via referendum and DPR and LPR became independent,meter-false,After a coup in Ukraine Crimea united with Russia via referendum DPR LPR became independent. 
1079,1080,The actions of Ukrainian government in 2014 provoked the emergence of LPR,meter-false,The actions of Ukrainian government in 2014 provoked the emergence of LPR
1080,1081,Moscow-Kyiv relation worsened after the coup and Crimea becoming Russian,meter-false,Moscow-Kyiv relation worsened after the coup becoming Russian. Moscow-Kyiv relation worsened after Crimea becoming Russian. 
1081,1082,The genocide of the people of Donbas began in 2013-2014,meter-false,The genocide of the people of Donbas began in 2013-2014
1082,1083,NATO using Sea Breeze exercises to secretly send arms to Donbas,meter-false,NATO using Sea Breeze exercises to secretly send arms to Donbas
1083,1084,Only Ukraine is responsible for civil war in Donbas,meter-false,Only Ukraine is responsible for civil war in Donbas
